PONTUAL FARMACEUTICA
CONTROLADORA : PONTUAL FARMACÊUTICA NR2006
Resumo de vendas por cliente
01 Outubro 2025 - 09 Fevereiro 2026


Cliente ,CNPJ/CPF ,Vendas ,Representante de vendas ,Parceiro ,UF 
CJ4400 MATERNIDADE SANTA URSULA - VITORIA - ES,27434992000111,"R$82.479,04",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ4401 HOSPITAL METROPOLITANO - SERRA - ES,32402414000133,"R$21.130,25",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,ES
CJ4431 HOSPITAL UNIMED - PASSOS DE MINAS - MG,71064539000314,"R$2.664,06",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4438 HOSPITAL SAMARITANO PAULISTA - SAO PAULO - SP,08100676002455,"R$517,81",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ4441 UNIMED DE UBA - MG,25686544000180,"R$113.543,02",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4455 TRANSMONTANO SAUDE SE - SAO PAULO - SP,62638374000194,"R$988.199,55",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ4456 SANTA CASA DE MISERICORDIA DE TUPA - SP,72547623000190,"R$2.727,12",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4478 IRMANDADE DA SANTA CASA DE MISERICORDIA DE SOROCABA - SP,71485056000121,"R$4.048,71",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ4494 HOSPITAL SAO FRANCISCO - MOGI GUACU - SP,54672449000125,"R$12.232,00",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4519 HOSPITAL SAO LUIZ - UNIDADE MORUMBI - SAO PAULO - SP,06047087000309,"R$652,61",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ4595 UNIMED DE SOROCABA - SP,45399961000230,"R$729.778,68",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4655 HOSPITAL UNIMED DE ARACATUBA - SP,51093193000456,"R$352.472,66",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4667 HOSPITAL UNIMED CUIABA - MT,03533726001583,"R$3.770.582,97",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MT
CJ4726 CEOF CENTRO ESPECIALIZADO DE ONCOLOGIA DE FLORIANOPOLIS - SC,01125832000105,"R$456.159,81",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ4728 CENTRO ONCOLOGICO DEVITA - SOROCABA - SP,14292757000100,"R$780.504,50",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4737 AMERICANCOR HOSPITAL - RIO DE JANEIRO - RJ,02746015000129,"R$8.773,83",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ4743 CENTRO HOSPITALAR UNIMED - JOINVILLE - SC,82602327000360,"R$299.830,63",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,SC
CJ4752 HOSPITAL SAO PAULO - MURIAE - MG,22780498000195,"R$150.471,28",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4753 HOSPITAL INFANTE DOM HENRIQUE - SAO JOSE DO RIO PRETO - SP,59972307000105,"R$401.807,02",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4757 NOA - NUCLEO DE ONCOLOGIA DO AGRESTE - CARUARU - PE,18000662000127,"R$422.201,28",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,PE
CJ4758 HOSPITAL UNIMED GRANDE FLORIANOPOLIS - SC,77858611001414,"R$402.023,15",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ4763 MEDQUIMHEO REUMA - VITORIA - ES,01420861000353,"R$99.197,12",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ4765 SUPERA ONCOLOGIA - CHAPECO - SC,34701199000105,"R$18.984,54",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ4766 CASSEMS - CAMPO GRANDE - MS,04311093000126,"R$3.765.256,75",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MS
CJ4767 NOSSA SAUDE ASSISTENCIA - CURITIBA - PR,02862447000286,"R$1.328.934,26",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4794 INSTITUTO MULTIDICIPLINAR DE CANCEROLOGIA - SAO JOSE DOS CAMPOS - SP,05098497000146,"R$330.023,02",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ4795 PRONTO SOCORRO MEDSENIOR - VILA VELHA - ES,31466949001500,"R$120.854,32",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,ES
CJ4804 SERMED SAUDE - SERTAOZINHO - SP,64924095000112,"R$87.973,83",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4807 ANIMO - GUARAPUAVA - PR,78044815000240,"R$718.666,11",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4809 IMUNOPAR - CURITIBA - PR,00089906000124,"R$1.116.517,80",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4814 UNIMED PARANA - CURITIBA - PR,78339439000130,"R$2.141.621,22",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4815 HOSPITAL SAO VICENTE - CURITIBA - PR,81190449000242,"R$26.085,80",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4816 UNIMED NOROESTE DO PARANA - UMUARAMA - PR,81710865000143,"R$12.048,03",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4820 SANTA CASA DE MISERICORDIA DE VOTUPORANGA - SP,72957814000120,"R$30.447,90",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4824 SANTA CASA DE MONTES CLAROS - MG,22669931000110,"R$1.746.291,57",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4826 HUUC - HOSPITAL UNIMED UNIDADE CENTRO - CAMPO MOURAO - PR,81715716000410,"R$156.943,00",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4836 CLINICA DE ONCOLOGIA UNIMED - CATALAO - GO,01193663001295,"R$50.079,68",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ4837 HOSPITAL SAGRADO CORAÇAO DE JESUS - ARAÇATUBA - SP,43751502000167,"R$158.815,49",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4838 ONCOLOGIA LITORAL UNIMED - PARANAGUA - PR,75003525000503,"R$264.078,37",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4839 HOSPITAL SANTA FILOMENA - RIO CLARO - SP,56384225000143,"R$6.821,49",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4842 CENTRO DE DIAGNOSTICO E TRATAMENTO DE NEOPLASIAS - PONTA GROSSA - PR,01751584000108,"R$68.897,60",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4848 HGU HOSPITAL GERAL UNIMED - TOLEDO - PR,78931391000740,"R$709.377,13",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4849 UNIMED MEDIANEIRA - PR,78420783000150,"R$113.339,32",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4855 UNIMED OS BANDEIRANTES - CTO UNIDADE ITATIBA - SP,06091170000709,"R$106.205,17",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4858 BRASIL SAUDE - NILOPOLIS - RJ,51206849000157,"R$357.822,87",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ4861 COP - CENTRO DE ONCOLOGIA DO PARANA - CURITIBA - PR,76708049000165,"R$1.774.038,62",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4862 HOSPITAL FILANTROPICO POLICLINICA - PATO BRANCO - PR,12651010000176,"R$65.465,10",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4863 UNIMED PATO BRANCO - PR,80871551000160,"R$511.624,05",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4864 HOSPITAL GERAL UNIMED - PONTA GROSSA - PR,77781706000243,"R$2.135.589,97",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4869 HOSPITAL ALVORADA MOEMA - SAO PAULO - SP,08100676000592,"R$123.048,13",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ4870 UNIMED VALE DO PIQUIRI - PALOTINA - PR,80525652000189,"R$155.044,95",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4878 CLINICA VIVANCY - VARGINHA - MG,37496032000130,"R$15.066,63",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4879 CENTRO MEDICO UNIMED DE ADAMANTINA - SP,00262338000383,"R$2.670,45",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4882 UNIMED APUCARANA - PR,81064511000179,"R$405.410,20",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4886 UNIMED CAMPO MOURAO - PR,81715716000177,"R$330.318,99",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4887 HOSPITAL ERASTO GAERTNER - CURITIBA - PR,76591049000128,"R$123.399,88",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4890 MCW PRODUTOS MEDICOS E HOSPITALARES - VERA CRUZ - RS,94389400000184,"-R$256,08",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,RS
CJ4906 IBCC ONCOLOGIA - SAO PAULO - SP,62932942000165,"R$1.742.921,24",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ4918 FUNDACAO PIO XII - HOSPITAL DE AMOR - JALES - SP,49150352000899,"R$29.519,16",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4919 CENTRA INFUSAO - CURITIBA - PR,07911450000185,"R$18.837,00",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4920 UNIMED DE IBITINGA - MEDICINA PREVENTIVA ITAPOLIS - SP,00494870000911,"R$147.383,32",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4925 CDU - CENTRO DE DIAGNOSTICO UNIMED - BAURU - SP,44456036000745,"R$250.710,32",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4940 IOP QUIMIOTERAPIA - CURITIBA - PR,00708923000283,"R$2.242.226,32",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4945 VIVA FARMACEUTICA - BELO HORIZONTE - MG,10447355000187,"R$334.196,79",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,MG
CJ4948 VIP FARMA HEALTH SOLUTION IN MEDICINES - SAO PAULO - SP,34788645000152,"R$6.699,63",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,SP
CJ4951 SANTA CASA DE MISERICORDIA PONTA GROSSA - PR,80238926000159,"R$60.810,35",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4954 NAIC - NAIR ANTUNES INSTITUTO DE CANCER - BAURU - SP,08208718000180,"R$58.189,65",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4958 FUNDO ESTADUAL - PORTO VELHO - RO,00733062000102,"R$244.768,17",NATHALIA RODRIGUES RAMOS MAINIER,18 NATHALIA RODRIGUES RAMOS MAINIER,RO
CJ4969 INTEGRALMED DISTRIBUIDORA - NITEROI - RJ,06256565000110,"R$37.719,62",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,RJ
CJ4971 MEDSENIOR - PRONTO SOCORRO - RIO DE JANEIRO - RJ,31466949003716,"R$495.515,35",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,RJ
CJ4978 CLINIRAD - CAMPINA GRANDE DO SUL - PR,00208932000124,"R$16.188,85",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4995 ALIRIA MEDICAMENTOS ESPECIAIS - FLORIANOPOLIS - SC,47848127000129,"R$626.249,45",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,SC
CJ4996 NUCLEO DE ATENCAO INTEGRAL A SAUDE - UNIMED SOROCABA - SP,45399961000906,"R$430.213,57",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ5006 HOSPITAL DO CORACAO - SAO PAULO - SP,60453024000390,"R$190.334,90",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ5007 UNIMED DE CIANORTE - PR,81733115000278,"R$283.162,72",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5010 HMC - UNIDADE DE ONCOLOGIA - IPATINGA - MG,19878404001506,"R$33.600,00",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ5016 IBCC - INSTITUTO BRASILEIRO DE CONTOLE DO CANCER VILA MARIANA - SAO PAULO - SP,62932942000750,"R$38.854,92",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ5025 HOSPITAL DO ROCIO - CAMPO LARGO - PR,75802348000100,"R$165.285,42",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5026 TAHAN CENTRO DE INFUSAO - ITUIUTABA - MG,23202527000102,"R$109.804,28",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ5036 HOSPITAL UNIMED CAMPO GRANDE - MS,03315918000541,"R$2.584.248,88",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MS
CJ5041 CENTRO MEDICO UNIMED TUBARAO - SC,85241339000809,"R$799.977,24",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ5042 CLINICA VERA CRUZ - PATOS DE MINAS - MG,18170894000123,"R$110.550,39",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ5044 HNSF CASA DE SAUDE E MATERNIDADE NOSSA SENHORA DE FATIMA - PATOS DE MINAS - MG,23338387000196,"R$27.580,06",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ5045 HOSPITAL E MATERNIDADE SANTA TEREZA - CAMPINAS - SP,51879500000186,"R$755.544,03",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ5055 UNIDADE ASSISTENCIAL UNIMED DE SAO JOAO DEL REI  - MG,25329079000200,"R$68.659,48",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ5061 PLANO DE SAUDE SAO CAMILO - CONCORDIA - SC,83506030003389,"R$197.393,38",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ5077 GAMSO - BELEM - PA,06043725000143,"R$2.264.676,94",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,PA
CJ5079 UNIMED ITUIUTABA - MG,41871989000196,"R$136.105,75",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ5081 UNIMED FRANCISCO BELTRAO C T MEDICO - PR,81710543000102,"R$41.359,80",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5090 S3 MED - VILA VELHA - ES,09660958000345,"R$240.754,06",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,ES
CJ5097 SANTA CASA DE MISERICORDIA DE MARILIA - SP,52049244000162,"R$384.458,37",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ5110 DISTRITO FEDERAL SECRETARIA DE SAUDE - BRASILIA - DF,00394700000108,"R$99.792,00",NATHALIA RODRIGUES RAMOS MAINIER,18 NATHALIA RODRIGUES RAMOS MAINIER,DF
CJ5126 SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA - MG,21575709000195,"R$206.576,92",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ5127 COOP CENTRO DE ONCOLOGIA DO OESTE DO PARANA - CASCAVEL - PR,17864888000103,"R$344.637,06",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5128 CASA DE SAUDE SANTA LUCIA - MURIAE - MG,22790182000184,"R$30.530,68",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ5130 INSTITUTO DE ONCOLOGIA DO ARAGUAIA - BARRA DO GARCAS - MT,37436920000590,"R$189.577,98",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MT
CJ5131 UNIMED VALE DO SEPOTUBA - SERVICOS PROPRIOS - TANGARA DA SERRA - MT,02597394000728,"R$761.790,00",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MT
CJ5132 FARMACIA UNIMED - SINOP - MT,73967085000317,"R$693.239,66",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MT
CJ5142 FARMACIA CLINICA IGAST - TOLEDO - PR,03538924000134,"R$235.232,26",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5143 BELIZE SOLUCOES EM SAUDE - PORTO ALEGRE - RS,02433706000172,"R$95.714,72",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,RS
CJ5146 HOSPITAL MINISTRO COSTA CAVALCANTI - FOZ DO IGUACU - PR,00304148000110,"R$243.640,71",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5148 HOSPITAL UNIMED RONDONOPOLIS - MT,24676884000167,"R$462.775,79",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MT
CJ5149 UNIMED TERESINA COOPERATIVA DE TRABALHO MEDICO - PI,07241136000566,"R$1.209.210,59",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,PI
CJ5152 UNIMED DE RIBEIRAO PRETO - SP,45232246000399,"R$1.472,26",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ5161 CEPON - FLORIANOPOLIS - SC,86897113000408,"R$206.722,61",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ5163 CIOP - CENTRO INTEGRADO DE ONCOLOGIA OESTE DO PARANA - FOZ DO IGUAÇU - PR,09025483000153,"R$226.803,97",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5166 HOSPITAL MARCELINO CHAMPAGNAT - CURITIBA - PR,76659820002367,"R$48.332,20",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5170 CENTRO DE TERAPIA INFUSIONAL - BEBEDOURO - SP,60633369001488,"R$440.637,77",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ5172 CECANS CENTRO DO CANCER DE SINOP - MT,05668840000221,"R$432.101,41",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MT
CJ5173 HOSPITAL UNIMED NORTE DO PARANA - CORNELIO PROCOPIO - PR,80297161000209,"R$75.412,12",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5174 SANTE CANCER CENTER - LAGES - SC,10601164000128,"R$23.544,84",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ5175 SAUDE SANTA TEREZA - CAMPINAS - SP,05029064000139,"R$135.405,10",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ5178 DOM INCONFIDENTES CLINICA DE ONCOLOGIA E HOSPITAL DIA - OURO PRETO - MG,35125456000162,"R$373.078,46",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ5179 CANCER CENTER ONCOCLINICAS NOVA LIMA - NOVA LIMA - MG,26645426000196,"R$36.296,59",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ5180 MEDSUL SAUDE - CURITIBA - PR,02989632000155,"R$87.654,16",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5181 DOM SETE LAGOAS CLINICA DE ONCOLOGIA E HOSPITAL DIA - MG,34483928000196,"R$73.720,58",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ5190 BANESCAIXA - VITORIA - ES,28502128000172,"R$331.855,27",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ5192 PRONTO ATENDIMENTO UNIMED DRACENA - SP,68204486000466,"R$319.091,45",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ5202 INSTITUTO VITARE - SAO PAULO - SP,00856925000139,"R$695.913,56",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ5208 COP - CENTRO DE ONCOLOGIA DO PONTAL - ITUIUTABA - MG,37750603000110,"R$45.988,64",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ5224 CCC - CENTRO DE COMBATE AO CANCER - SÃO PAULO - SP,67838490000170,"R$106.447,98",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ5233 COMPLEXO DE SAUDE UNIMED PELOTAS - RS,89870547001204,"R$56.166,01",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ5248 UNIMED LITORAL - BALNEARIO CAMBORIU - SC,85377174001950,"R$135.586,55",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ5254 PRO-GOODS - DELIVERY - SAO PAULO - SP,19094337000133,"R$11.827,00",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,SP
CJ5256 PROGOODS - DISTRIBUIDORA - SÃO PAULO - SP,39494470000194,"R$179.375,00",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,SP
CJ5261 ONCOCENTER - SAO PAULO - SP,04036348000190,"R$161.207,76",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ5268 FEMMECENTER - UBERLANDIA - MG,20917673000118,"R$16.711,82",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ5271 CITAC - CENTRO INTEGRADO DE TRATAMENTO AMBULATORIAL DO CANCER - SANTOS - SP,03117525000108,"R$160.444,97",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ5276 HOSPITAL ISRAELITA ALBERTEINSTEIN - SÃO PAULO - SP,60765823000130,"R$734.320,85",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ5277 UOPECCAN - CASCAVEL - PR,81270548000153,"R$71.744,71",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5278 CAS-CENTRO DE ATENCAO A SAUDE UNIMED DR.ALVARO RABELLO - CASCAVEL - PR,81170003000256,"R$1.645.658,43",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5282 UNIMED PINDAMONHANGABA - SP,47565155000481,"R$26.640,63",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ5285 CENTRO DE ONCOLOGIA - PARANAVAI - PR,81076069000362,"R$98.435,87",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5286 ONCOMED - CUIABA - MT,01273058000171,"R$2.034.760,29",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MT
CJ5290 CERUB - CENTRO REUMATOLOGICO DE UBERLANDIA - MG,20207543000191,"R$191.737,19",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ5301 VIVER CLINICA - FLORIANOPOLIS - SC,04670913000176,"R$33.115,58",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ5303 ANETE CLIN  - SÃO PAULO - SP,04304349000178,"R$818.257,11",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ5305 MEDSENIOR CURITIBA - PR,31466949001268,"R$7.259,62",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,PR
CJ5307 UOPECCAN - UMUARAMA - PR,81270548000234,"R$52.244,95",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5309 HOSPITAL EVANGELICO DE LONDRINA - PR,78613841000161,"R$120.878,11",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5310 HOSPITAL UNIMED CAXIAS DO SUL - RS,87827689002405,"R$158.498,33",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ5311 GABINETE DO SECRETARIO - SES - RIO DE JANEIRO - RJ,42498717000155,"R$493.126,67",NATHALIA RODRIGUES RAMOS MAINIER,18 NATHALIA RODRIGUES RAMOS MAINIER,RJ
CJ5317 UP FARMACEUTICA - VILA VELHA - ES,44152616000153,"R$102.996,78",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,ES
