PONTUAL FARMACEUTICA
CONTROLADORA : PONTUAL FARMACÊUTICA NR2006
Resumo de vendas por cliente
01 Julho 2025 - 06 Fevereiro 2026


Cliente ,CNPJ/CPF ,Vendas ,Representante de vendas ,Parceiro ,UF 
CJ406 UNIMED VALE DO SINOS TORRE I - NOVO HAMBURGO - RS,88258884001444,"R$15.572,76",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ4060 CASA DE SAUDE IMACULADA CONCEICAO - PATO DE MINAS - MG,23343049000142,"R$2.227,50",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ4066 CASSI - CLINICASSI SAO JOSE DO RIO PRETO - SP,33719485004033,"R$1.018.734,75",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,SP
CJ4073 MEDSENIOR BRASILIA - DF,31466949001853,"R$1.070.340,96",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,DF
CJ408 HOSPITAL SANTA CECILIA - VOLTA REDONDA - RJ,07265515000758,"R$14.240,62",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ4081 HOSPITAL SAO MARCOS DE UBERABA - MG,25431834000182,"R$2.615,44",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4084 UNIMED NOROESTE FLUMINENSE - SANTO ANTONIO DE PADUA - RJ,28974020000182,"R$28.164,94",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RJ
CJ4114 UNIMED VALE DO AÇO - CORONEL FABRICIANO - MG,16991945000152,"R$217.185,32",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4130 CIASU - CENTRO INTEGRADO DE ASSISTENCIA A SAUDE UNIMED - MARINGA - PR,76767219000263,"R$9.473.681,16",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4149 HOSPITAL UNIMED - SANTAREM - PA,10219897000283,"R$68.379,38",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,PA
CJ4160 UNIMED RIO PRONTO ATENDIMENTO FILIAL - COPACABANA - RJ,44987187000487,"R$17.472,00",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ4195 SAO JOAQUIM HOSPITAL E MATERNIDADE - FRANCA - SP,45309606000303,"R$3.125.220,09",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4199 HOSPITAL DAS CLINICAS SAMUEL LIBANIO - POUSO ALEGRE - MG,23951916000475,"R$983,05",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4207 ONCOVIE SERVICOS DE ONCOLOGIA HEMATOLOGIA E TERAPIA BIOLOGICA - FORTALEZA - CE,16799123000174,"R$34.425,89",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,CE
CJ4208 NOHC - NUCLEO DE ONCOLOGIA E HEMATOLOGIA DO CEARA - FORTALEZA - CE,14475163000305,"R$8.994,24",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,CE
CJ421 HOSPITAL VERA CRUZ - CAMPINAS - SP,46009718000140,"R$7.880.124,09",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4227 UNIMED MACHADO - SP,86584901000193,"R$44.994,27",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4232 CASA DE SAUDE SANTA HELENA - SAO JOSE DO RIO PRETO - SP,59970947000178,"R$8.093,54",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ424 UNIMED DE PRESIDENTE PRUDENTE - SP,44863959000126,"R$5.361.629,43",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4246 HOSPITAL SAO JOSE - CRISCIUMA - SC,92736040000890,"R$87.150,28",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ4247 HOSPITAL UNIMED COSTA DO SOL - UNIDADE GLORIA - MACAE - RJ,35830868001418,"R$1.764.718,83",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ4249 ONCOCLINICAS ONCO VIDA - BRASILIA - DF,01682668000129,"R$2.679.661,80",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ4253 HOSPITAL SANTA LUCIA - DIVINOPOLIS - MG,20142303000156,"R$959,23",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4258 IMIP - RECIFE - PE,10988301000129,"R$3.162,13",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,PE
CJ4273 ONCOLOGIA MANTEVIDA - BRASILIA - DF,51142785000178,"R$668.392,93",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,DF
CJ4281 SAO BERNARDO APART HOSPITAL - COLATINA - ES,07039651000134,"R$29.013,60",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,ES
CJ4294 PRONTO ATENDIMENTO CENTRO MEDICO SAO CAMILO - INDAIATUBA - SP,51284123000132,"R$52.111,60",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4295 UNIMED DE BATATAIS - SP,52657079000393,"R$3.569,91",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4308 CION - CENTRO INTEGRADO DE ONCOLOGIA - PORTO ALEGRE - RS,06252780000143,"R$124.108,46",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ4313 HOSPITAL UNIMED AMERICANA - SP,48628366000721,"R$18.112,06",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4384 UNIMED INCONFIDENTES - OURO PRETO - MG,22720791000167,"R$436.116,57",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4400 MATERNIDADE SANTA URSULA - VITORIA - ES,27434992000111,"R$198.738,28",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ4401 HOSPITAL METROPOLITANO - SERRA - ES,32402414000133,"R$24.639,67",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,ES
CJ4421 HOSPITAL SAMARITANO - BARRA DA TIJUCA - RJ,08100676002102,"R$2.016,86",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ4431 HOSPITAL UNIMED - PASSOS DE MINAS - MG,71064539000314,"R$2.664,06",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4438 HOSPITAL SAMARITANO PAULISTA - SAO PAULO - SP,08100676002455,"R$517,81",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ4441 UNIMED DE UBA - MG,25686544000180,"R$132.640,31",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4455 TRANSMONTANO SAUDE SE - SAO PAULO - SP,62638374000194,"R$1.549.917,42",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ4456 SANTA CASA DE MISERICORDIA DE TUPA - SP,72547623000190,"R$2.727,12",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4472 ESPACO + UNIMED UBERLANDIA - MG,17790718001527,"R$23.936,00",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,SP
CJ4478 IRMANDADE DA SANTA CASA DE MISERICORDIA DE SOROCABA - SP,71485056000121,"R$4.048,71",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ4494 HOSPITAL SAO FRANCISCO - MOGI GUACU - SP,54672449000125,"R$12.232,00",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4519 HOSPITAL SAO LUIZ - UNIDADE MORUMBI - SAO PAULO - SP,06047087000309,"R$652,61",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ4521 HOSPITAL ARNALDO GAVAZZA - PONTE NOVA - MG,26150979000178,"R$58.759,89",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4523 REURO CLINICA - ARAGUAINA - TO,41313128000192,"R$2.329,31",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,TO
CJ4595 UNIMED DE SOROCABA - SP,45399961000230,"R$1.572.139,85",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4638 UNIHEALTH PRONTO ATENDIMENTO E HOSPITAL TRES VALES - TEOFILO OTONI - MG,06288135001314,"R$94.460,41",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4655 HOSPITAL UNIMED DE ARACATUBA - SP,51093193000456,"R$509.995,16",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4667 HOSPITAL UNIMED CUIABA - MT,03533726001583,"R$5.516.618,36",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MT
CJ4676 CEMED CARE AMIL ESPACO SAUDE CAMPO GRANDE - RIO DE JANEIRO - RJ,07794623004039,"R$558,24",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ4688 FUNDACAO DOUTOR AMARAL CARVALHO - JAU - SP,50753755000135,"R$24.647,04",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4715 VENCEONCO CLINICA DE ONCOLOGIA - ITAJAI - SC,19161953000160,"R$28.431,06",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ4726 CEOF CENTRO ESPECIALIZADO DE ONCOLOGIA DE FLORIANOPOLIS - SC,01125832000105,"R$456.159,81",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ4728 CENTRO ONCOLOGICO DEVITA - SOROCABA - SP,14292757000100,"R$883.747,61",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4737 AMERICANCOR HOSPITAL - RIO DE JANEIRO - RJ,02746015000129,"R$18.107,02",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ4741 SOS CARDIO HOSPITAL GERAL - FLORIANOPOLIS - SC,85307098000187,"R$62.011,14",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ4743 CENTRO HOSPITALAR UNIMED - JOINVILLE - SC,82602327000360,"R$563.863,39",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,SC
CJ4744 HOSPITAL UNIMED BLUMENAU - SC,82624776001623,"R$72.652,02",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ4752 HOSPITAL SAO PAULO - MURIAE - MG,22780498000195,"R$263.508,59",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4753 HOSPITAL INFANTE DOM HENRIQUE - SAO JOSE DO RIO PRETO - SP,59972307000105,"R$925.449,56",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4757 NOA - NUCLEO DE ONCOLOGIA DO AGRESTE - CARUARU - PE,18000662000127,"R$581.021,78",ADRIANA PIRES DE ARAUJO,20 MEDIC HOSPITALAR,PE
CJ4758 HOSPITAL UNIMED GRANDE FLORIANOPOLIS - SC,77858611001414,"R$1.541.941,93",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ4763 MEDQUIMHEO REUMA - VITORIA - ES,01420861000353,"R$99.197,12",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ4765 SUPERA ONCOLOGIA - CHAPECO - SC,34701199000105,"R$18.984,54",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ4766 CASSEMS - CAMPO GRANDE - MS,04311093000126,"R$3.719.644,73",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MS
CJ4767 NOSSA SAUDE ASSISTENCIA - CURITIBA - PR,02862447000286,"R$2.028.627,74",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4774 ASSOCIACAO SAO VICENTE DE PAULO DE JOAO MONLEVADE - MG,21142203000192,"R$69.351,04",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4794 INSTITUTO MULTIDICIPLINAR DE CANCEROLOGIA - SAO JOSE DOS CAMPOS - SP,05098497000146,"R$425.167,94",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ4795 PRONTO SOCORRO MEDSENIOR - VILA VELHA - ES,31466949001500,"R$96.237,20",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,ES
CJ4804 SERMED SAUDE - SERTAOZINHO - SP,64924095000112,"R$103.197,42",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4807 ANIMO - GUARAPUAVA - PR,78044815000240,"R$1.069.977,55",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4809 IMUNOPAR - CURITIBA - PR,00089906000124,"R$1.833.994,76",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4814 UNIMED PARANA - CURITIBA - PR,78339439000130,"R$2.773.823,13",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4815 HOSPITAL SAO VICENTE - CURITIBA - PR,81190449000242,"R$84.373,82",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4816 UNIMED NOROESTE DO PARANA - UMUARAMA - PR,81710865000143,"R$26.712,58",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4819 CEMED CARE - NOVA IGUAÇU - RJ,07794623001528,"R$11.785,91",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ4820 SANTA CASA DE MISERICORDIA DE VOTUPORANGA - SP,72957814000120,"R$80.343,07",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4824 SANTA CASA DE MONTES CLAROS - MG,22669931000110,"R$2.618.588,38",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4825 REMEX ESPECIAL - PASSO FUNDO - RS,88212113071546,"R$44.088,28",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,RS
CJ4826 HUUC - HOSPITAL UNIMED UNIDADE CENTRO - CAMPO MOURAO - PR,81715716000410,"R$158.588,99",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4836 CLINICA DE ONCOLOGIA UNIMED - CATALAO - GO,01193663001295,"R$86.443,61",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ4837 HOSPITAL SAGRADO CORAÇAO DE JESUS - ARAÇATUBA - SP,43751502000167,"R$158.815,49",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4838 ONCOLOGIA LITORAL UNIMED - PARANAGUA - PR,75003525000503,"R$446.428,34",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4839 HOSPITAL SANTA FILOMENA - RIO CLARO - SP,56384225000143,"R$57.020,21",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4842 CENTRO DE DIAGNOSTICO E TRATAMENTO DE NEOPLASIAS - PONTA GROSSA - PR,01751584000108,"R$111.976,67",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4848 HGU HOSPITAL GERAL UNIMED - TOLEDO - PR,78931391000740,"R$1.113.525,99",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4849 UNIMED MEDIANEIRA - PR,78420783000150,"R$191.393,30",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4855 UNIMED OS BANDEIRANTES - CTO UNIDADE ITATIBA - SP,06091170000709,"R$175.406,61",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4858 BRASIL SAUDE - NILOPOLIS - RJ,51206849000157,"R$489.839,62",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ4861 COP - CENTRO DE ONCOLOGIA DO PARANA - CURITIBA - PR,76708049000165,"R$3.095.676,37",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4862 HOSPITAL FILANTROPICO POLICLINICA - PATO BRANCO - PR,12651010000176,"R$65.465,10",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4863 UNIMED PATO BRANCO - PR,80871551000160,"R$766.824,52",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4864 HOSPITAL GERAL UNIMED - PONTA GROSSA - PR,77781706000243,"R$3.348.707,95",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4869 HOSPITAL ALVORADA MOEMA - SAO PAULO - SP,08100676000592,"R$123.048,13",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ4870 UNIMED VALE DO PIQUIRI - PALOTINA - PR,80525652000189,"R$269.976,26",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4878 CLINICA VIVANCY - VARGINHA - MG,37496032000130,"R$15.066,63",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CJ4879 CENTRO MEDICO UNIMED DE ADAMANTINA - SP,00262338000383,"R$2.670,45",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4882 UNIMED APUCARANA - PR,81064511000179,"R$518.911,79",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4886 UNIMED CAMPO MOURAO - PR,81715716000177,"R$719.706,29",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4887 HOSPITAL ERASTO GAERTNER - CURITIBA - PR,76591049000128,"R$123.399,88",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4890 MCW PRODUTOS MEDICOS E HOSPITALARES - VERA CRUZ - RS,94389400000184,"R$238.186,08",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,RS
CJ4906 IBCC ONCOLOGIA - SAO PAULO - SP,62932942000165,"R$3.013.537,57",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ4918 FUNDACAO PIO XII - HOSPITAL DE AMOR - JALES - SP,49150352000899,"R$29.519,16",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4920 UNIMED DE IBITINGA - MEDICINA PREVENTIVA ITAPOLIS - SP,00494870000911,"R$218.836,57",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4922 FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO - MONTES CLAROS - MG,00991591000106,"R$12.434,40",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ4925 CDU - CENTRO DE DIAGNOSTICO UNIMED - BAURU - SP,44456036000745,"R$465.950,35",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4940 IOP QUIMIOTERAPIA - CURITIBA - PR,00708923000283,"R$3.426.835,12",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4941 SANTA CASA DE RIBEIRAO PRETO - SP,55989784000114,"R$24.592,92",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ4945 VIVA FARMACEUTICA - BELO HORIZONTE - MG,10447355000187,"R$334.196,79",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,MG
CJ4948 VIP FARMA HEALTH SOLUTION IN MEDICINES - SAO PAULO - SP,34788645000152,"R$6.699,63",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,SP
CJ4951 SANTA CASA DE MISERICORDIA PONTA GROSSA - PR,80238926000159,"R$60.810,35",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4954 NAIC - NAIR ANTUNES INSTITUTO DE CANCER - BAURU - SP,08208718000180,"R$126.842,54",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ4958 FUNDO ESTADUAL - PORTO VELHO - RO,00733062000102,"R$244.768,17",NATHALIA RODRIGUES RAMOS MAINIER,18 NATHALIA RODRIGUES RAMOS MAINIER,RO
CJ4969 INTEGRALMED DISTRIBUIDORA - NITEROI - RJ,06256565000110,"R$37.719,62",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,RJ
CJ4971 MEDSENIOR - PRONTO SOCORRO - RIO DE JANEIRO - RJ,31466949003716,"R$631.725,37",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,RJ
CJ4975 FUNDO MUNICIPAL DE SAUDE DE JOINVILLE - SC,08184821000137,"-R$70.752,73",NATHALIA RODRIGUES RAMOS MAINIER,18 NATHALIA RODRIGUES RAMOS MAINIER,SC
CJ4978 CLINIRAD - CAMPINA GRANDE DO SUL - PR,00208932000124,"R$83.763,27",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ4995 ALIRIA MEDICAMENTOS ESPECIAIS - FLORIANOPOLIS - SC,47848127000129,"R$949.931,06",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,SC
CJ4996 NUCLEO DE ATENCAO INTEGRAL A SAUDE - UNIMED SOROCABA - SP,45399961000906,"R$473.714,43",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ5002 HOSPITAL SAO LUCAS - CAMPO LARGO - PR,75807073000199,"R$9.066,29",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5006 HOSPITAL DO CORACAO - SAO PAULO - SP,60453024000390,"R$423.701,63",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ5007 UNIMED DE CIANORTE - PR,81733115000278,"R$445.361,34",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5010 HMC - UNIDADE DE ONCOLOGIA - IPATINGA - MG,19878404001506,"R$33.600,00",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ5014 CLINICA CARRARO BARRA DA TIJUCA - RIO DE JANEIRO - RJ,11499576000161,"R$360,00",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ5016 IBCC - INSTITUTO BRASILEIRO DE CONTOLE DO CANCER VILA MARIANA - SAO PAULO - SP,62932942000750,"R$38.854,92",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ5025 HOSPITAL DO ROCIO - CAMPO LARGO - PR,75802348000100,"R$261.244,87",Leticia N da Silva,12 VINICIUS- CAMPOS GESTÃO E CONSULTORIA,PR
CJ5026 TAHAN CENTRO DE INFUSAO - ITUIUTABA - MG,23202527000102,"R$253.708,30",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ5036 HOSPITAL UNIMED CAMPO GRANDE - MS,03315918000541,"R$3.399.745,74",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MS
CJ5038 SECRETARIA DE SAUDE DO ESTADO DE TOCANTINS - PALMAS - TO,25053117000164,"R$928.626,27",NATHALIA RODRIGUES RAMOS MAINIER,18 NATHALIA RODRIGUES RAMOS MAINIER,TO
CJ5041 CENTRO MEDICO UNIMED TUBARAO - SC,85241339000809,"R$991.529,20",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ5042 CLINICA VERA CRUZ - PATOS DE MINAS - MG,18170894000123,"R$154.660,94",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ5043 MUNICIPIO DE JUIZ DE FORA - MG,18338178000102,"R$117.261,67",NATHALIA RODRIGUES RAMOS MAINIER,18 NATHALIA RODRIGUES RAMOS MAINIER,MG
CJ5044 HNSF CASA DE SAUDE E MATERNIDADE NOSSA SENHORA DE FATIMA - PATOS DE MINAS - MG,23338387000196,"R$254.777,24",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
CJ5045 HOSPITAL E MATERNIDADE SANTA TEREZA - CAMPINAS - SP,51879500000186,"R$793.000,35",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ5054 ABC DISTRIBUIDORA DE MEDICAMENTOS - PATO BRANCO - PR,12014370000167,"R$4.446,32",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,PR
CJ5055 UNIDADE ASSISTENCIAL UNIMED DE SAO JOAO DEL REI  - MG,25329079000200,"R$141.056,60",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ5061 PLANO DE SAUDE SAO CAMILO - CONCORDIA - SC,83506030003389,"R$271.641,90",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ5064 UNIDADE AVANCADA LUZ BUTANTA - SAO PAULO - SP,51722957015376,"R$2.916,32",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ5077 GAMSO - BELEM - PA,06043725000143,"R$3.654.605,22",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,PA
CJ5079 UNIMED ITUIUTABA - MG,41871989000196,"R$243.526,00",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,MG
